Scenario_ID,Topology,Node_Count,Node_Density_nodes_per_km2,Terrain_Size_m,Node_Speed_mps,Traffic_Rate_bps,Packet_Size_bytes,TTL,Wait_Time_s,Retry_Attempts,Route_Expiry_s,Buffer_Size_packets,Thresh_Min,Thresh_Max,Drop_Probability,Source_Node,Destination_Node,Initial_Hops,AODV-AERS1_Throughput_Mbps,AODV-AERS1_PDR,AODV-AERS1_E2E_Delay_ms,AODV-AERS1_TxPackets,AODV-AERS1_RxPackets,AODV-AERS2_Throughput_Mbps,AODV-AERS2_PDR,AODV-AERS2_E2E_Delay_ms,AODV-AERS2_TxPackets,AODV-AERS2_RxPackets,AODV-AERS3_Throughput_Mbps,AODV-AERS3_PDR,AODV-AERS3_E2E_Delay_ms,AODV-AERS3_TxPackets,AODV-AERS3_RxPackets,OLSR_Throughput_Mbps,OLSR_PDR,OLSR_E2E_Delay_ms,OLSR_TxPackets,OLSR_RxPackets,DSDV_Throughput_Mbps,DSDV_PDR,DSDV_E2E_Delay_ms,DSDV_TxPackets,DSDV_RxPackets,AODV_Throughput_Mbps,AODV_PDR,AODV_E2E_Delay_ms,AODV_TxPackets,AODV_RxPackets,Optimal_Protocol_Throughput,Optimal_Protocol_PDR,Optimal_Protocol_Delay,Winning_Throughput_Mbps,Winning_PDR,Winning_Delay_ms
880,HOTSPOT,40,20.136917,1409.397533,10.711117,163412,854,5,1.92127,3,5.636951,107,21,63,0.053372,28,34,-1,0,0,-1,358,0,0,0,-1,358,0,0,0,-1,358,0,0,0,-1,0,0,0,0,-1,358,0,0,0,-1,358,0,NONE,NONE,NONE,0,0,-1
37,LINE,57,29.120344,1399.069139,12.010818,930878,929,11,0.524276,2,2.153856,32,7,21,0.15371,0,56,6,0.610438,0.636848,31.372893,1878,1196,0.086768,0.090522,75.344951,1878,170,0.576752,0.601704,16.379758,1878,1130,0.240909,0.530337,126.736065,890,472,0.013781,0.014377,321.735619,1878,27,0.724258,0.755591,13.117277,1878,1419,AODV,AODV,AODV,0.724258,0.755591,13.117277
182,RING,45,61.902724,852.611872,1.422896,1699825,1156,9,1.248273,2,2.806173,116,28,73,0.074204,8,28,4,0.472337,0.271309,195.408649,2757,748,1.238938,0.711643,234.120897,2757,1962,1.154953,0.663402,191.981144,2757,1829,1.381649,0.979409,322.867347,2234,2188,1.491524,0.856728,155.006341,2757,2362,1.26167,0.724701,309.111338,2757,1998,DSDV,OLSR,DSDV,1.491524,0.979409,155.006341
908,LINE,54,99.182104,737.870624,6.073178,1387965,1195,8,1.176482,1,1.346376,105,15,48,0.079227,0,53,3,0.254384,0.179146,16.618788,2177,390,1.108853,0.780891,13.292989,2177,1700,0.582474,0.410198,301.619667,2177,893,0.884474,0.729424,15.763707,1859,1356,1.057324,0.744603,88.618155,2177,1621,1.238654,0.872301,7.494678,2177,1899,AODV,AODV,AODV,1.238654,0.872301,7.494678
726,LINE,43,21.112434,1427.135053,5.074766,593385,538,9,2.228336,4,1.093881,36,8,20,0.056942,0,42,6,0.450385,0.72147,11.18524,2068,1492,0.272284,0.43617,37.322294,2068,902,0.560566,0.897969,6.82575,2068,1857,0.260209,0.836081,127.887014,1031,862,0.623053,0.998066,14.950495,2068,2064,0.340807,0.545938,9.095301,2068,1129,DSDV,DSDV,AODV-AERS3,0.623053,0.998066,6.82575
679,TWO_CLUSTER,79,186.554219,650.745253,1.274063,1552932,195,9,1.918659,3,1.342252,76,18,37,0.08222,12,63,3,0.238342,0.134208,505.224061,14932,2004,0.239175,0.134677,492.226323,14932,2011,0,0,-1,14932,0,0.389269,0.257372,484.680748,12717,3273,0.253447,0.142714,458.858175,14932,2131,0.110846,0.062416,401.385943,14932,932,OLSR,OLSR,AODV,0.389269,0.257372,401.385943
357,HOTSPOT,52,172.717726,548.697796,8.406926,583445,573,9,1.611102,3,3.33582,177,31,118,0.181667,38,51,3,0.098404,0.160817,253.163535,1909,307,0.182383,0.298062,53.845968,1909,569,0.082377,0.134625,71.225471,1909,257,0.237836,0.456054,121.676542,1627,742,0.062183,0.101624,83.843563,1909,194,0.419258,0.685175,102.76062,1909,1308,AODV,AODV,AODV-AERS2,0.419258,0.685175,53.845968
253,RANDOM,44,28.038565,1252.703957,11.833055,219710,488,16,2.092549,3,3.488746,107,14,63,0.039135,9,26,11,0,0,-1,844,0,0,0,-1,844,0,0,0,-1,844,0,0,0,-1,0,0,0,0,-1,844,0,0,0,-1,844,0,NONE,NONE,NONE,0,0,-1
855,RANDOM,27,19.102484,1188.877087,14.424591,383363,447,9,3.020572,3,2.982736,52,8,24,0.08257,2,15,7,0.02204,0.054104,26.246787,1608,87,0.044333,0.108831,179.628429,1608,175,0.022293,0.054726,25.789142,1608,88,0,0,-1,0,0,0.05016,0.123134,114.482677,1608,198,0.0228,0.05597,25.019217,1608,90,DSDV,DSDV,AODV,0.05016,0.123134,25.019217
502,LINE,35,43.97502,892.135866,7.606709,681077,1195,7,3.249514,3,1.934833,91,20,48,0.051001,0,34,4,0.639874,0.918539,8.113776,1068,981,0.500289,0.718165,26.12351,1068,767,0.546599,0.784644,17.171363,1068,838,0.383533,0.699168,31.808555,841,588,0.283736,0.407303,85.776218,1068,435,0.685532,0.984082,6.607232,1068,1051,AODV,AODV,AODV,0.685532,0.984082,6.607232
132,CORRIDOR,30,50.041928,774.2721,15.953613,634327,332,6,2.806155,3,1.023005,62,12,40,0.095858,17,18,3,0.063936,0.092965,6.940814,3582,333,0.615936,0.895589,4.197808,3582,3208,0.310464,0.451424,27.761586,3582,1617,0.110592,0.191617,184.030994,3006,576,0.235584,0.342546,5.900748,3582,1227,0.674688,0.981016,3.71566,3582,3514,AODV,AODV,AODV,0.674688,0.981016,3.71566
796,LINE,74,155.729172,689.335861,2.456024,1504654,329,6,2.522146,4,5.662281,105,16,64,0.080351,0,73,3,0.012566,0.007697,214.682663,8575,66,0.046458,0.028455,539.755492,8575,244,0.279507,0.171195,413.493396,8575,1468,0.549494,0.407224,388.950567,7087,2886,0.406314,0.248863,447.974422,8575,2134,0.120714,0.073936,395.597342,8575,634,OLSR,OLSR,AODV-AERS1,0.549494,0.407224,214.682663
560,HOTSPOT,80,29.738797,1640.148967,5.439624,1566854,459,6,2.467251,2,4.706028,68,9,46,0.181335,65,73,-1,0,0,-1,6400,0,0,0,-1,6400,0,0,0,-1,6400,0,0,0,-1,0,0,0,0,-1,6400,0,0,0,-1,6400,0,NONE,NONE,NONE,0,0,-1
895,RANDOM,62,80.16692,879.423863,1.732684,843672,1070,11,3.329419,3,5.140857,130,19,90,0.129355,31,48,5,0.746054,0.861976,13.172175,1478,1274,0.743126,0.858593,12.217445,1478,1269,0.822182,0.949932,10.548759,1478,1404,0.504787,0.701954,71.9684,1228,862,0.70272,0.811908,42.774476,1478,1200,0.823939,0.951962,11.555417,1478,1407,AODV,AODV,AODV-AERS3,0.823939,0.951962,10.548759
1000,CORRIDOR,51,177.219811,536.449634,6.610165,143212,1214,5,2.119827,4,5.342112,98,13,60,0.046643,7,39,2,0.117245,0.800905,5.534146,221,177,0.039744,0.271493,35.772148,221,60,0.064253,0.438914,86.889329,221,97,0.056304,0.384615,37.709348,221,85,0.065578,0.447964,59.932209,221,99,0.094061,0.642534,77.985503,221,142,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.117245,0.800905,5.534146
540,RANDOM,64,218.402735,541.328572,17.31872,727422,1316,9,1.07408,1,3.524156,139,34,90,0.047306,37,44,3,0.008602,0.011583,225.311334,1036,12,0.07168,0.096525,154.489965,1036,100,0,0,-1,1036,0,0.401408,0.645161,41.849213,868,560,0.554803,0.747104,39.414765,1036,774,0.170598,0.22973,174.347189,1036,238,DSDV,DSDV,DSDV,0.554803,0.747104,39.414765
381,LINE,66,166.221286,630.127812,3.663743,771142,307,6,0.857613,1,2.314072,180,41,84,0.078549,0,65,3,0.012864,0.01529,337.909654,4709,72,0.098445,0.11701,350.931355,4709,551,0.268357,0.318964,286.078168,4709,1502,0.496157,0.700909,160.426951,3962,2777,0.710557,0.844553,147.370235,4709,3977,0.087725,0.104268,114.303478,4709,491,DSDV,DSDV,AODV,0.710557,0.844553,114.303478
609,GRID,43,23.63188,1348.916587,10.962552,364957,1329,16,2.465292,2,4.806846,31,7,15,0.02438,6,42,9,0.315548,0.848249,27.375033,514,436,0.256202,0.688716,31.089733,514,354,0.305415,0.821012,35.753985,514,422,0.112179,0.41555,45.997584,373,155,0,0,-1,514,0,0.313377,0.842412,28.005421,514,433,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.315548,0.848249,27.375033
42,RING,65,143.501156,673.021562,5.359793,1481810,1239,8,2.794489,4,1.6453,69,11,35,0.118041,19,52,3,0.295971,0.195361,133.832539,2242,438,0.464905,0.306869,153.449777,2242,688,1.484586,0.979929,14.722611,2242,2197,1.043332,0.843716,14.07206,1830,1544,1.17983,0.778769,111.873474,2242,1746,1.282542,0.846566,11.531187,2242,1898,AODV-AERS3,AODV-AERS3,AODV,1.484586,0.979929,11.531187
533,HOTSPOT,38,27.723387,1170.762092,2.605037,232177,815,5,0.771202,4,1.539644,28,6,15,0.123601,29,32,-1,0,0,-1,534,0,0,0,-1,534,0,0,0,-1,534,0,0,0,-1,0,0,0,0,-1,534,0,0,0,-1,534,0,NONE,NONE,NONE,0,0,-1
512,TWO_CLUSTER,47,117.905303,631.367554,1.822557,898127,801,7,1.978373,4,4.852557,60,15,29,0.032983,12,19,3,0.226372,0.243578,75.434388,2102,512,0.84978,0.914367,5.905582,2102,1922,0.828116,0.891056,15.043919,2102,1873,0.484578,1,3.819302,1096,1096,0.851549,0.91627,39.630296,2102,1926,0.76887,0.827307,33.185769,2102,1739,DSDV,OLSR,OLSR,0.851549,1,3.819302
593,CORRIDOR,44,26.63045,1285.396408,13.204575,356516,185,8,1.009193,1,2.811028,166,34,76,0.089133,28,39,5,0.36761,0.895655,17.273581,3613,3236,0.365678,0.890949,5.429285,3613,3219,0.21709,0.528923,38.849813,3613,1911,0,0,-1,0,0,0.219021,0.533629,57.14845,3613,1928,0.137229,0.334348,15.939184,3613,1208,AODV-AERS1,AODV-AERS1,AODV-AERS2,0.36761,0.895655,5.429285
868,TWO_CLUSTER,45,27.744031,1273.566066,8.398114,1382465,170,7,0.705127,4,5.702844,29,6,16,0.119209,22,25,5,0.430214,0.2672,411.979303,15247,4074,0.288182,0.178986,478.493637,15247,2729,0.322714,0.200433,422.604195,15247,3056,0.289555,0.217102,570.599186,12630,2742,0.025238,0.015675,592.277738,15247,239,0.226829,0.14088,448.844106,15247,2148,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.430214,0.2672,411.979303
662,RANDOM,47,83.137764,751.882121,1.958445,1847365,1357,7,2.796568,1,1.285263,101,16,47,0.169499,8,29,5,1.134592,0.601881,242.268681,2552,1536,1.437445,0.762539,158.995886,2552,1946,1.546029,0.820141,304.818751,2552,2093,1.378352,0.897115,160.11656,2080,1866,1.563019,0.829154,191.293675,2552,2116,1.450003,0.769201,206.550832,2552,1963,DSDV,OLSR,AODV-AERS2,1.563019,0.897115,158.995886
185,RANDOM,60,100.483808,772.729663,8.808222,1087336,402,7,1.970221,1,1.864307,82,14,43,0.160215,3,47,5,0.443301,0.381187,405.232117,5071,1933,0.430229,0.369947,265.770489,5071,1876,0.22704,0.195228,424.868788,5071,990,0.155717,0.171899,130.86539,3950,679,0.544437,0.468152,670.732567,5071,2374,0.389408,0.334845,389.471961,5071,1698,DSDV,DSDV,OLSR,0.544437,0.468152,130.86539
902,TWO_CLUSTER,33,16.450756,1416.328647,13.247977,134004,190,11,2.601939,2,5.991429,67,14,39,0.101031,6,13,5,0.12487,0.812405,7.733547,1322,1074,0.091502,0.59531,62.894442,1322,787,0.060226,0.391831,39.961839,1322,518,0,0,-1,0,0,0.056854,0.369894,47.257713,1322,489,0.1308,0.850983,34.557938,1322,1125,AODV,AODV,AODV-AERS1,0.1308,0.850983,7.733547
433,GRID,74,66.793383,1052.565521,13.230031,1213819,737,8,2.926857,3,3.996604,85,17,54,0.024149,8,72,6,0.135456,0.107513,114.770707,3088,332,0.008568,0.006801,166.870388,3088,21,0.470832,0.373705,132.054017,3088,1154,0.305184,0.294256,491.666282,2542,748,0.2958,0.23478,205.177443,3088,725,0.048144,0.038212,82.207935,3088,118,AODV-AERS3,AODV-AERS3,AODV,0.470832,0.373705,82.207935
149,GRID,45,40.273502,1057.052508,8.727335,153827,504,9,3.321675,2,4.697647,90,15,61,0.097848,6,42,6,0.125978,0.776224,27.554712,572,444,0.138746,0.854895,17.041327,572,489,0.136476,0.840909,14.872536,572,481,0.077743,0.611607,34.179966,448,274,0.139597,0.86014,8.381487,572,492,0.145271,0.895105,17.620334,572,512,AODV,AODV,DSDV,0.145271,0.895105,8.381487
885,CORRIDOR,70,87.226916,895.826204,1.893889,1810693,1264,9,2.78572,2,5.955691,176,32,87,0.143652,1,59,4,0.653235,0.353073,263.523261,2685,948,0.476145,0.257356,288.464118,2685,691,0.253577,0.137058,315.498884,2685,368,1.036356,0.694047,408.983567,2167,1504,1.2479,0.674488,317.827671,2685,1811,0.751772,0.406331,354.806302,2685,1091,DSDV,OLSR,AODV-AERS1,1.2479,0.694047,263.523261
792,TWO_CLUSTER,21,12.361112,1303.409467,14.529255,632400,404,8,2.396871,3,3.52095,143,25,89,0.02719,17,20,5,0,0,-1,2935,0,0.540979,0.8,6.496505,2935,2348,0,0,-1,2935,0,0.191693,0.387879,32.265212,2145,832,0.481306,0.711755,39.876354,2935,2089,0.596275,0.881772,16.276989,2935,2588,AODV,AODV,AODV-AERS2,0.596275,0.881772,6.496505
441,TWO_CLUSTER,21,6.022436,1867.340714,14.332557,627062,661,13,2.386153,2,4.16759,83,19,52,0.0215,9,12,10,0.037482,0.057368,31.031617,1778,102,0.072023,0.110236,21.890444,1778,196,0.039686,0.060742,28.746327,1778,108,0,0,-1,0,0,0.05365,0.082115,201.695106,1778,146,0.038951,0.059618,30.343564,1778,106,AODV-AERS2,AODV-AERS2,AODV-AERS2,0.072023,0.110236,21.890444
654,RING,73,42.589865,1309.206933,11.410489,1152156,390,13,2.000078,1,1.451643,70,12,48,0.198863,7,44,6,0.426026,0.345008,300.735187,5539,1911,0.184812,0.149666,314.031951,5539,829,0.401503,0.325149,328.927959,5539,1801,0.283125,0.293303,457.298465,4330,1270,0.131085,0.106156,306.209379,5539,588,0.445867,0.361076,379.729913,5539,2000,AODV,AODV,AODV-AERS1,0.445867,0.361076,300.735187
852,RING,47,58.677773,894.977498,0.8225,1338526,261,11,0.94622,4,4.418745,72,11,42,0.15268,19,44,4,0.528831,0.356838,432.314939,9615,3431,0.245226,0.165471,423.394668,9615,1591,0.535151,0.361102,410.337592,9615,3472,0.631947,0.503191,513.882666,8148,4100,0.697145,0.470411,483.747255,9615,4523,0.664315,0.448258,394.669729,9615,4310,DSDV,OLSR,AODV,0.697145,0.503191,394.669729
299,RING,55,34.276433,1266.72848,6.08297,577892,1220,10,1.801102,3,5.807342,161,38,76,0.10168,2,29,6,0.39936,0.675676,34.696117,888,600,0.435968,0.737613,16.699383,888,655,0.04393,0.074324,55.903428,888,66,0.252928,0.516304,22.581337,736,380,0.262246,0.443694,75.668874,888,394,0.42665,0.721847,15.960144,888,641,AODV-AERS2,AODV-AERS2,AODV,0.435968,0.737613,15.960144
784,HOTSPOT,79,484.504141,403.798591,0.168992,1720762,238,6,1.68345,3,3.9248,170,33,81,0.167613,66,77,2,0.54491,0.283343,442.164309,13556,3841,0.056321,0.029286,487.582252,13556,397,0.612297,0.318383,493.907193,13556,4316,0.802256,0.417158,455.866527,13556,5655,1.090387,0.566981,451.298736,13556,7686,0.301041,0.156536,462.096604,13556,2122,DSDV,DSDV,AODV-AERS1,1.090387,0.566981,442.164309
168,RANDOM,40,38.235889,1022.808664,7.12004,768998,219,14,2.243221,3,4.065192,80,19,48,0.159887,16,26,8,0.423391,0.488227,385.451211,6583,3214,0.37465,0.432022,404.619387,6583,2844,0.210115,0.242291,390.694387,6583,1595,0.003689,0.009828,40.949251,2849,28,0,0,-1,6583,0,0.390326,0.450099,399.664444,6583,2963,AODV-AERS1,AODV-AERS1,OLSR,0.423391,0.488227,40.949251
537,HOTSPOT,26,14.321042,1347.408764,12.022671,934114,1006,14,1.717788,1,2.426396,150,21,96,0.056373,22,25,7,0.816171,0.850086,11.544961,1741,1480,0.828303,0.862723,9.926128,1741,1502,0.792458,0.825388,11.441838,1741,1437,0.440622,0.568683,57.561653,1405,799,0,0,-1,1741,0,0.831612,0.866169,12.930519,1741,1508,AODV,AODV,AODV-AERS2,0.831612,0.866169,9.926128
778,TWO_CLUSTER,50,68.501413,854.348848,10.028383,281527,226,10,0.821557,2,5.571351,97,18,46,0.123461,39,48,3,0.309948,0.979872,3.337474,2335,2288,0,0,-1,2335,0,0.289763,0.91606,4.738688,2335,2139,0.090085,0.335859,27.379481,1980,665,0.271746,0.859101,38.631821,2335,2006,0.166082,0.525054,17.309912,2335,1226,AODV-AERS1,AODV-AERS1,AODV-AERS1,0.309948,0.979872,3.337474
169,GRID,36,17.564556,1431.636152,14.535534,754064,542,12,2.595515,1,3.736141,27,6,15,0.179192,5,30,10,0.035872,0.045245,33.15614,2608,118,0,0,-1,2608,0,0.044384,0.055982,25.005273,2608,146,0,0,-1,0,0,0,0,-1,2608,0,0.08664,0.109279,17.554879,2608,285,AODV,AODV,AODV,0.08664,0.109279,17.554879
464,RING,47,186.897782,501.472191,6.708825,1080176,1372,9,3.454605,3,4.308406,98,16,52,0.092765,14,37,2,1.078933,0.978997,3.989341,1476,1445,0,0,-1,1476,0,0.411413,0.373306,153.271586,1476,551,1.064,0.965447,5.58999,1476,1425,1.067733,0.968835,9.729708,1476,1430,0.46592,0.422764,51.893558,1476,624,AODV-AERS1,AODV-AERS1,AODV-AERS1,1.078933,0.978997,3.989341
24,GRID,46,196.719767,483.565062,0.455136,1962502,684,7,1.76778,4,1.682822,73,10,44,0.167974,6,42,3,0.623142,0.305075,414.163874,5379,1641,0.821743,0.402305,412.170051,5379,2164,0.793263,0.388362,409.73326,5379,2089,1.015027,0.587731,474.559577,4548,2673,0.959206,0.469604,398.667652,5379,2526,0.567322,0.277747,344.889753,5379,1494,OLSR,OLSR,AODV,1.015027,0.587731,344.889753
378,LINE,77,334.200028,480.000977,5.007358,1149011,1126,7,0.671582,4,3.457306,131,29,83,0.124014,0,76,2,0.048006,0.040774,111.601792,1913,78,0.517607,0.439624,66.213658,1913,841,0.262804,0.22321,44.396161,1913,427,0.900428,0.764767,44.808564,1913,1463,0.470217,0.399373,83.929272,1913,764,0.105245,0.089388,487.486607,1913,171,OLSR,OLSR,AODV-AERS3,0.900428,0.764767,44.396161
709,TWO_CLUSTER,34,16.628748,1429.913213,3.534162,585275,846,12,3.02147,1,5.818357,138,21,76,0.167845,4,15,6,0.264298,0.437163,110.796682,1297,567,0.221413,0.36623,95.543908,1297,475,0.194378,0.321511,20.394532,1297,417,0.227939,0.567944,53.730091,861,489,0,0,-1,1297,0,0.262433,0.434079,78.836929,1297,563,AODV-AERS1,OLSR,AODV-AERS3,0.264298,0.567944,20.394532
605,CORRIDOR,42,37.354121,1060.365001,9.610002,663190,381,7,1.612743,4,3.320792,124,26,57,0.147962,0,30,5,0.040355,0.056696,46.820781,3263,185,0.106231,0.149249,10.519792,3263,487,0.645238,0.906528,13.300103,3263,2958,0.146149,0.637488,4.727772,1051,670,0.416853,0.585657,7.474516,3263,1911,0.462661,0.650015,13.260708,3263,2121,AODV-AERS3,AODV-AERS3,OLSR,0.645238,0.906528,4.727772
105,TWO_CLUSTER,52,379.985823,369.928656,3.584494,772221,1289,6,2.407844,1,2.084927,174,43,99,0.048464,18,41,2,0.520478,0.65984,108.236543,1123,741,0,0,-1,1123,0,0.505728,0.64114,102.971463,1123,720,0.20791,0.26358,51.543259,1123,296,0.761402,0.965272,14.727161,1123,1084,0.332235,0.421193,137.076399,1123,473,DSDV,DSDV,DSDV,0.761402,0.965272,14.727161
360,CORRIDOR,31,16.720251,1361.631083,2.198804,628583,248,11,3.267533,1,3.709343,160,40,104,0.128164,13,18,6,0.385517,0.551136,177.616807,4752,2619,0.52624,0.752315,176.247112,4752,3575,0.436595,0.624158,133.393195,4752,2966,0.083904,0.152774,444.514605,3731,570,0.323398,0.462332,542.059523,4752,2197,0.492384,0.703914,277.799989,4752,3345,AODV-AERS2,AODV-AERS2,AODV-AERS3,0.52624,0.752315,133.393195
921,LINE,27,13.961125,1390.662279,3.062398,615179,314,12,2.729271,2,4.724189,123,16,73,0.112829,0,26,6,0.58368,0.871222,8.322663,3673,3200,0.576566,0.860604,5.58103,3673,3161,0.564346,0.842363,7.821494,3673,3094,0.114912,0.261954,15.869411,2405,630,0.264115,0.394228,49.828848,3673,1448,0,0,-1,3673,0,AODV-AERS1,AODV-AERS1,AODV-AERS2,0.58368,0.871222,5.58103
777,TWO_CLUSTER,38,53.056947,846.29285,15.328015,343979,170,7,0.869503,4,2.430531,104,13,50,0.175642,15,16,3,0.100742,0.251516,11.50301,3793,954,0.288077,0.71922,8.424619,3793,2728,0.242352,0.605062,32.518725,3793,2295,0.062832,0.30607,2.980829,1944,595,0.060509,0.151068,33.317453,3793,573,0.288499,0.720274,23.147172,3793,2732,AODV,AODV,OLSR,0.288499,0.720274,2.980829
201,LINE,62,135.278526,676.988691,0.25062,1120120,313,9,2.579788,3,3.247812,45,7,26,0.05597,0,61,3,0.056379,0.046207,429.065808,6709,310,0.297898,0.24415,391.623202,6709,1638,0.229698,0.188255,347.87958,6709,1263,0.45303,0.729643,456.983583,3414,2491,0.692912,0.567894,491.697161,6709,3810,0.027098,0.022209,214.130512,6709,149,DSDV,OLSR,AODV,0.692912,0.729643,214.130512
827,LINE,73,130.981794,746.544952,0.312024,1336355,356,6,0.742939,4,5.061895,151,22,79,0.060446,0,72,3,0.217088,0.150611,359.902317,7038,1060,0.161587,0.112106,363.760244,7038,789,0.253542,0.175902,429.017892,7038,1238,0.489267,0.664349,436.918161,3596,2389,0.739738,0.513214,496.842703,7038,3612,0.016794,0.011651,472.926327,7038,82,DSDV,OLSR,AODV-AERS1,0.739738,0.664349,359.902317
79,TWO_CLUSTER,33,12.0456,1655.170522,3.467145,316964,179,9,2.665556,2,3.305453,89,19,54,0.097314,20,23,7,0.307685,0.839458,6.184075,3320,2787,0.298411,0.814157,5.116221,3320,2703,0.335506,0.915361,5.045732,3320,3039,0.305698,0.998918,4.443732,2772,2769,0.194966,0.531928,16.677875,3320,1766,0.335064,0.914157,4.907131,3320,3035,AODV-AERS3,OLSR,OLSR,0.335506,0.998918,4.443732
314,CORRIDOR,22,10.353271,1457.714772,7.332614,463489,310,10,2.190269,3,3.543008,81,14,45,0.039747,14,21,6,0.414073,0.819479,8.144392,2803,2297,0.403257,0.798073,6.949052,2803,2237,0.368826,0.729932,8.859415,2803,2046,0.062553,0.985795,5.393699,352,347,0,0,-1,2803,0,0.375495,0.743132,10.77716,2803,2083,AODV-AERS1,OLSR,OLSR,0.414073,0.985795,5.393699
296,TWO_CLUSTER,69,145.008327,689.807758,1.791788,1674219,416,5,2.415036,1,3.505257,150,18,95,0.114641,10,53,3,0.218093,0.122051,393.424468,7546,921,0.170733,0.095547,364.794667,7546,721,0.00592,0.003313,135.217887,7546,25,0.584659,0.390417,472.503618,6324,2469,0.536352,0.300159,497.022576,7546,2265,0.103718,0.058044,353.371475,7546,438,OLSR,OLSR,AODV-AERS3,0.584659,0.390417,135.217887
521,RING,25,10.015768,1579.89376,5.314992,304745,869,10,3.382477,4,4.419693,94,15,58,0.069799,0,12,7,0.273166,0.869102,16.599925,657,571,0.255466,0.812785,17.549077,657,534,0.266469,0.847793,18.390675,657,557,0.23633,0.978218,14.992168,505,494,0.16744,0.532725,70.66227,657,350,0.287997,0.916286,15.479168,657,602,AODV,OLSR,OLSR,0.287997,0.978218,14.992168
210,RING,45,15.471314,1705.464383,4.881449,301610,391,13,1.205314,3,3.946176,166,31,84,0.037614,10,32,8,0.247601,0.766252,10.841464,1446,1108,0.242908,0.751729,11.320584,1446,1087,0.295423,0.914246,7.78468,1446,1322,0.255199,0.998252,6.283172,1144,1142,0.171399,0.530429,43.890766,1446,767,0.295199,0.913555,7.810603,1446,1321,AODV-AERS3,OLSR,OLSR,0.295423,0.998252,6.283172
411,LINE,73,257.730428,532.204549,5.906081,690956,1269,9,2.666211,1,1.641229,89,14,61,0.105241,0,72,2,0,0,-1,1020,0,0.101685,0.144118,246.016687,1020,147,0.079549,0.112745,136.759109,1020,115,0.429566,0.608824,17.139325,1020,621,0.303671,0.430392,13.225217,1020,439,0.273926,0.388235,9.666188,1020,396,OLSR,OLSR,AODV,0.429566,0.608824,9.666188
258,HOTSPOT,35,13.102667,1634.384275,9.570392,162077,1342,7,2.933179,4,5.261798,47,7,31,0.137045,27,34,-1,0,0,-1,226,0,0,0,-1,226,0,0,0,-1,226,0,0,0,-1,0,0,0,0,-1,226,0,0,0,-1,226,0,NONE,NONE,NONE,0,0,-1
557,RING,44,61.373357,846.713333,17.285807,472798,1207,8,3.146487,1,4.385,109,15,54,0.085802,1,24,4,0.310232,0.641689,18.676458,734,471,0.007904,0.016349,433.995385,734,12,0.002635,0.00545,43.948755,734,4,0.104069,0.254019,7.211837,622,158,0.389272,0.805177,14.616993,734,591,0.095507,0.197548,108.989529,734,145,DSDV,DSDV,OLSR,0.389272,0.805177,7.211837
650,LINE,33,11.613974,1685.646688,12.83415,607121,602,10,0.742928,1,4.918574,91,15,57,0.136976,0,32,7,0.4788,0.753968,12.776549,1890,1425,0.324912,0.51164,14.508234,1890,967,0.51408,0.809524,11.943603,1890,1530,0,0,-1,848,0,0,0,-1,1890,0,0.405216,0.638095,15.112479,1890,1206,AODV-AERS3,AODV-AERS3,AODV-AERS3,0.51408,0.809524,11.943603
691,CORRIDOR,54,48.974772,1050.051663,10.951747,481198,232,11,1.87316,3,1.69835,37,5,17,0.144436,46,48,4,0.123413,0.228909,247.431008,3888,890,0.089163,0.165381,21.764926,3888,643,0.250155,0.463992,189.769976,3888,1804,0.227968,0.881501,80.086806,1865,1644,0.244469,0.453447,246.615794,3888,1763,0.416555,0.772634,13.81077,3888,3004,AODV,OLSR,AODV,0.416555,0.881501,13.81077
162,LINE,51,80.147928,797.698798,0.642447,2099076,734,9,1.462762,3,5.961164,104,24,49,0.15649,0,50,3,0.57912,0.265759,434.868732,5362,1425,0.607162,0.278627,378.68637,5362,1494,0.52263,0.239836,380.490317,5362,1286,0.983488,0.561876,570.217707,4307,2420,1.197254,0.549422,574.942458,5362,2946,0.625856,0.287206,390.774513,5362,1540,DSDV,OLSR,AODV-AERS2,1.197254,0.561876,378.68637
623,GRID,64,283.313716,475.287275,2.907652,601156,449,8,0.500592,3,3.510185,71,16,34,0.025952,0,63,3,0.237101,0.371315,78.803521,2510,932,0.235574,0.368924,119.159576,2510,926,0.202248,0.316733,116.561025,2510,795,0.243715,0.447873,12.314583,2139,958,0.604963,0.94741,74.513072,2510,2378,0.062837,0.098406,275.480957,2510,247,DSDV,DSDV,OLSR,0.604963,0.94741,12.314583
365,RANDOM,22,9.455514,1525.347406,9.52527,1743363,862,7,3.016952,4,4.959954,72,15,50,0.15392,10,20,-1,0,0,-1,3792,0,0,0,-1,3792,0,0,0,-1,3792,0,0,0,-1,0,0,0,0,-1,3792,0,0,0,-1,3792,0,NONE,NONE,NONE,0,0,-1
